Title: a berkeley spice3 compatible circuit
Date: Fri Apr  4 03:30:31  2025
Plotname: AC Analysis
Flags: complex
No. Variables: 8
No. Points: 41      
Variables:
	0	frequency	frequency	grid=3
	1	v(vcc)	voltage
	2	v(1)	voltage
	3	v(base)	voltage
	4	v(coll)	voltage
	5	v(emit)	voltage
	6	i(vin)	current
	7	i(vcc)	current
Values:
0		1.000000000000000e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.047968669352918e-04,1.023649767019816e-02
	-3.967375914754875e-04,-3.875309968308978e-02
	1.027448639419972e-04,1.003605919837753e-02
	-6.431781175836714e-09,-6.282526849045020e-07
	-1.006796188884644e-07,-9.834327249731295e-06
1		1.258925411794167e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.660816610258924e-04,1.288619718566200e-02
	-6.287481688202192e-04,-4.878427174616291e-02
	1.628296547825484e-04,1.263387556603296e-02
	-1.019306141754795e-08,-7.908747934042437e-07
	-1.595566625744127e-07,-1.237992565536464e-05
2		1.584893192461114e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	2.631961270721212e-04,1.622118537193923e-02
	-9.964019020219862e-04,-6.140979404770089e-02
	2.580425451343233e-04,1.590356212697564e-02
	-1.615334451459175e-08,-9.955556666538253e-07
	-2.528557059144035e-07,-1.558388918415263e-05
3		1.995262314968880e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.170735451002891e-04,2.041811927573807e-02
	-1.578947525725199e-03,-7.729845081072315e-02
	4.089069253529811e-04,2.001831684751157e-02
	-2.559738525362486e-08,-1.253137417598268e-06
	-4.006876044785353e-07,-1.961593439973573e-05
4		2.511886431509581e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	6.608558109205716e-04,2.569862020649638e-02
	-2.501852874085427e-03,-9.728925093976414e-02
	6.479157475217065e-04,2.519542152194189e-02
	-4.055922747428846e-08,-1.577221786517527e-06
	-6.348921788357757e-07,-2.468897557736174e-05
5		3.162277660168381e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.046981186220413e-03,3.234014558742915e-02
	-3.963637523607605e-03,-1.224325864268982e-01
	1.026480491964220e-03,3.170690074443244e-02
	-6.425720617340225e-08,-1.984837387757794e-06
	-1.005847501883336e-06,-3.106956942281756e-05
6		3.981071705534974e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.658337834739703e-03,4.068891434242961e-02
	-6.278097596310294e-03,-1.540391649870177e-01
	1.625866308631192e-03,3.989219420693047e-02
	-1.017784823208746e-07,-2.497232989746371e-06
	-1.593185236091140e-06,-3.909033264811870e-05
7		5.011872336272725e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	2.625741505766121e-03,5.117467134541284e-02
	-9.940472375744795e-03,-1.937359049738104e-01
	2.574327474154120e-03,5.017263204927155e-02
	-1.611517145815774e-07,-3.140783665243460e-06
	-2.522581655646132e-06,-4.916412635675368e-05
8		6.309573444801936e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.155138466029210e-03,6.432630325424690e-02
	-1.573042854685216e-02,-2.435250534481132e-01
	4.073777669478775e-03,6.306674492311100e-02
	-2.550166064153749e-07,-3.947949194295035e-06
	-3.991891832481287e-06,-6.179905836440963e-05
9		7.943282347242819e-02,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	6.569484769543357e-03,8.078568338143892e-02
	-2.487060578168680e-02,-3.058365997739564e-01
	6.440849221499448e-03,7.920383776942824e-02
	-4.031941956984739e-07,-4.958123776454835e-06
	-6.311383557865285e-06,-7.761178413386675e-05
10		1.000000000000001e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.037207753186322e-02,1.013138566018303e-01
	-3.926637483474853e-02,-3.835516903012191e-01
	1.016898430241383e-02,9.933005362098797e-02
	-6.365737352143201e-07,-6.218015622026458e-06
	-9.964580464360480e-06,-9.733344869070453e-05
11		1.258925411794168e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.633951049135656e-02,1.267774857309428e-01
	-6.185774658923694e-02,-4.799513173735341e-01
	1.601957034984513e-02,1.242950853709885e-01
	-1.002817727991660e-06,-7.780815114899077e-06
	-1.569756555899334e-05,-1.217966654948788e-04
12		1.584893192461115e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	2.565123348181553e-02,1.580925289274510e-01
	-9.710985535698015e-02,-5.985030945216504e-01
	2.514896266565760e-02,1.549969560151716e-01
	-1.574313483505233e-06,-9.702738081128391e-06
	-2.464345057722804e-05,-1.518814066393538e-04
13		1.995262314968881e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.005353288362604e-02,1.960847964202384e-01
	-1.516337523348479e-01,-7.423333552973654e-01
	3.926925400418233e-02,1.922453057850620e-01
	-2.458237219875390e-06,-1.203446762642429e-05
	-3.847991398779139e-05,-1.883810380094811e-04
14		2.511886431509582e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	6.202745207984455e-02,2.412054047245359e-01
	-2.348221150419857e-01,-9.131499263271950e-01
	6.081290701703398e-02,2.364824179886902e-01
	-3.806859979111715e-06,-1.480369048222850e-05
	-5.959052420791584e-05,-2.317289527033175e-04
15		3.162277660168382e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	9.486522966423327e-02,2.930286980228823e-01
	-3.591386253464630e-01,-1.109341369514222e+00
	9.300769574243407e-02,2.872909714758145e-01
	-5.822238929839277e-06,-1.798428253668353e-05
	-9.113817471527124e-05,-2.815162180234179e-04
16		3.981071705534976e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	1.424474155464719e-01,3.495084395985348e-01
	-5.392741806938813e-01,-1.323161088511339e+00
	1.396581859479485e-01,3.426647964132787e-01
	-8.742538137367237e-06,-2.145065848193680e-05
	-1.368509567916843e-04,-3.357769895812812e-04
17		5.011872336272728e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	2.084007160025296e-01,4.061648157733048e-01
	-7.889586830841309e-01,-1.537649506749898e+00
	2.043200702203807e-01,3.982117973089992e-01
	-1.279034232047799e-05,-2.492787516244133e-05
	-2.002130910666749e-04,-3.902074561371125e-04
18		6.309573444801939e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	2.944069740792072e-01,4.557757208241047e-01
	-1.114559215609872e+00,-1.725465340909584e+00
	2.886422598303514e-01,4.468512828065109e-01
	-1.806887256550234e-05,-2.797268455945299e-05
	-2.828403445181496e-04,-4.378692532813959e-04
19		7.943282347242824e-01,1.402234104579254e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	3.980591609958992e-01,4.894977684761597e-01
	-1.506963303547799e+00,-1.853129500691755e+00
	3.902648574660403e-01,4.799130269137589e-01
