1.000000e-06 9.980040e-03 
2.000000e-06 1.994016e-02 
4.000000e-06 3.982064e-02 
8.000000e-06 7.934398e-02 
1.600000e-05 1.574496e-01 
3.200000e-05 3.099709e-01 
6.400000e-05 6.008254e-01 
1.000000e-04 9.065596e-01 
1.064000e-04 9.582934e-01 
1.192000e-04 1.060453e+00 
1.448000e-04 1.257123e+00 
1.960000e-04 1.621726e+00 
2.960000e-04 2.235958e+00 
3.960000e-04 2.738511e+00 
4.960000e-04 3.149691e+00 
5.960000e-04 3.486111e+00 
6.960000e-04 3.761363e+00 
7.960000e-04 3.986570e+00 
8.960000e-04 4.170830e+00 
9.960000e-04 4.321588e+00 
1.096000e-03 4.444936e+00 
1.196000e-03 4.545857e+00 
1.296000e-03 4.628428e+00 
1.396000e-03 4.695987e+00 
1.496000e-03 4.751262e+00 
1.596000e-03 4.796487e+00 
1.696000e-03 4.833489e+00 
1.796000e-03 4.863764e+00 
1.896000e-03 4.888534e+00 
1.996000e-03 4.908801e+00 
2.096000e-03 4.925382e+00 
2.196000e-03 4.938949e+00 
2.296000e-03 4.950049e+00 
2.396000e-03 4.959131e+00 
2.496000e-03 4.966562e+00 
2.596000e-03 4.972642e+00 
2.696000e-03 4.977616e+00 
2.796000e-03 4.981686e+00 
2.896000e-03 4.985016e+00 
2.996000e-03 4.987740e+00 
3.096000e-03 4.989969e+00 
3.196000e-03 4.991793e+00 
3.296000e-03 4.993285e+00 
3.396000e-03 4.994506e+00 
3.496000e-03 4.995505e+00 
3.596000e-03 4.996322e+00 
3.696000e-03 4.996991e+00 
3.796000e-03 4.997538e+00 
3.896000e-03 4.997986e+00 
3.996000e-03 4.998352e+00 
4.096000e-03 4.998652e+00 
4.196000e-03 4.998897e+00 
4.296000e-03 4.999097e+00 
4.396000e-03 4.999261e+00 
4.496000e-03 4.999396e+00 
4.596000e-03 4.999506e+00 
4.696000e-03 4.999595e+00 
4.796000e-03 4.999669e+00 
4.896000e-03 4.999729e+00 
4.996000e-03 4.999778e+00 
5.096000e-03 4.999819e+00 
5.196000e-03 4.999852e+00 
5.296000e-03 4.999879e+00 
5.396000e-03 4.999901e+00 
5.496000e-03 4.999919e+00 
5.596000e-03 4.999934e+00 
5.696000e-03 4.999946e+00 
5.796000e-03 4.999956e+00 
5.896000e-03 4.999964e+00 
5.996000e-03 4.999970e+00 
6.096000e-03 4.999976e+00 
6.196000e-03 4.999980e+00 
6.296000e-03 4.999984e+00 
6.396000e-03 4.999987e+00 
6.496000e-03 4.999989e+00 
6.596000e-03 4.999991e+00 
6.696000e-03 4.999993e+00 
6.796000e-03 4.999994e+00 
6.896000e-03 4.999995e+00 
6.996000e-03 4.999996e+00 
7.096000e-03 4.999997e+00 
7.196000e-03 4.999997e+00 
7.296000e-03 4.999998e+00 
7.396000e-03 4.999998e+00 
7.496000e-03 4.999999e+00 
7.596000e-03 4.999999e+00 
7.696000e-03 4.999999e+00 
7.796000e-03 4.999999e+00 
7.896000e-03 4.999999e+00 
7.996000e-03 4.999999e+00 
8.096000e-03 5.000000e+00 
8.196000e-03 5.000000e+00 
8.296000e-03 5.000000e+00 
8.396000e-03 5.000000e+00 
8.496000e-03 5.000000e+00 
8.596000e-03 5.000000e+00 
8.696000e-03 5.000000e+00 
8.796000e-03 5.000000e+00 
8.896000e-03 5.000000e+00 
8.996000e-03 5.000000e+00 
9.096000e-03 5.000000e+00 
9.196000e-03 5.000000e+00 
9.296000e-03 5.000000e+00 
9.396000e-03 5.000000e+00 
9.496000e-03 5.000000e+00 
9.596000e-03 5.000000e+00 
9.696000e-03 5.000000e+00 
9.796000e-03 5.000000e+00 
9.896000e-03 5.000000e+00 
9.996000e-03 5.000000e+00 
1.000000e-02 5.000000e+00 
